"yes","キャッチコピー作りで煮詰まった時に見るべき、プロの「テンプレ＆テクニック集」まとめ | Find Job ! Startup"
"yes","Vimmerなら2013年中に試しておきたい海外産Vim plugin 8選 - derisの日記"
"yes","さくらVPSを使って便利な開発環境を構築する - UNIX的なアレ"
"yes","Haskell使ってみた | GREE Engineers' Blog"
"yes","プレゼンが苦手な人へ！あなたの資料が「ガラッと変わる」便利なツールまとめ | 株式会社LIG"
"yes","『jQuery 最高の教科書』サンプルサイト"
"yes","10♀だがJavaScriptでコンピュータつくってドヤ顔してみた"
"yes","プレゼント選びの決定版！厳選された雑貨が集まった通販サイト８選 | 株式会社LIG"
"yes","作業効率が劇的にアップ！PC上級者が知ってて当然のWindowsソフト26選"
"yes","プレゼンや企画書用のPowerPointやKeynoteのテンプレートのまとめ、無料から有料まで | コリス"
"yes","メンテナンス性の良いWebシステムを構築するためにjavaとフロントエンドでやるべきこと"
"yes","Javaアプリケーションサーバ 構築・運用の勘所"
"yes","今どきのJava Webフレームワークってどうなってるの？ - きしだのはてな"
"yes","2013年秋版：データ分析初心者にお薦めする「基礎を本当にゼロから学ぶ」ためのテキスト5冊 - 銀座で働くデータサイエンティストのブログ"
"yes","2013年秋版：データサイエンティストを目指すなら揃えておくべき10冊 - 銀座で働くデータサイエンティストのブログ"
"yes","Eclipseデバッガを活用する31のTips - Fly me to the Luna"
"yes","ITエンジニアとして知っておきたい22の会計知識【簿記レベル編】"
"yes","Dropboxは全部Pythonで信頼性の高いソフトウェアを作った（前編）～PyCon APAC 2013 － Publickey"
"yes","Lisp講義1"
"yes","Android アプリ開発勉強会のために書いた Java の入門文書"
"yes","Bar（バー）でひとり飲む時、カウンターで何をするか、この７選 - Rocketboy Digital"
"yes","これは試したい！スタバ店員さん「自身」が本当に好きなカスタマイズ５選！ - ライフハックブログKo's Style"
"yes","最新業界事情から見るデータサイエンティストの「実像」"
"yes","Windows7にVirtualBoxとVagrantをインストールしたメモ - k-holyのPHPとか諸々メモ"
"yes","【大人こそ渋谷】大人が渋谷で楽しめる方法まとめ - NAVER まとめ"
"yes","JavaアプリをExe化するLaunch4jの使い方と仕組み - seraphyの日記"
"yes","男性必見！女性との距離を縮める「ほめ言葉」の活用 - NAVER まとめ"
"yes","「本当の基礎からのWebアプリケーション入門――Webサーバを作ってみよう」始めました - プログラミング言語を作る日記"
"yes","ドライバーでスライスさせない6つの方法 | 究極のゴルフスイング"
"yes","企画・提案・見積・納品・契約などのテンプレ・知識まとめ２３ | コムテブログ"
"yes","【予算別】迷ったときに参考にしたい！センスが光るプレゼント - NAVER まとめ"
"yes","Gitがこわくて触れられなかったけど、このスライドで理解出来るようになったよGitサイトまとめ"
"yes","日本の全エンジニアに捧ぐ！現在公開されているAPI一覧【2013年版】 | Find Job ! Startup"
"yes","Perl - トイレに行くのも面倒な男のvimプラグイン一覧 - Qiita"
"yes","業務で使えるバックアップの基礎知識（2）：これで差がつく、知っておくべきバックアップの技術と戦略 (1/4) - ＠IT"
"yes","ガチで5分で分かる分散型バージョン管理システムGit (1/6) - ＠IT"
"yes","ITエンジニアのためのゼロから始める英語勉強法"
"yes","Vim - だけどやっぱりVimが好き - ぼっち勉強会"
"yes","from old Java to modern Java"
"yes","Vimで連番を入力するためのVim pluginを作った - derisの日記"
"yes","Webデータ分析＆データサイエンスで役立つ統計学・機械学習系の分析手法10選 - 銀座で働くデータサイエンティストのブログ"
"yes","さくらVPSでLXCを使って安価に複数台構成を実現する - orangain flavor"
"yes","なぜ1TBのハードディスクなのに902GBと表示されるの!? : ライフハッカー［日本版］"
"yes","機械学習の理論と実践"
"yes","21世紀で最もセクシーな職業！？「データサイエンティスト」の実像に迫る"
"yes","デートやパーティーで使いたい！ユニークな居酒屋まとめ - NAVER まとめ"
"yes","すぐに使える『感じよく話せる「大人の言い方」辞典』テクニック7選:マインドマップ的読書感想文"
"yes","vimでキーマッピングする際に考えたほうがいいこと - derisの日記"
"yes","開発に役立つ，BATファイルの書き方・パターン集　（コマンドプロンプトの定石を体系的に学び，バッチ中級者になろう） - 主に言語とシステム開発に関して"
"yes","メモリリークとは何か - kuenishi's blog"
"yes","バカ向け言語 Scala - だらだらしてたいなぁ"
"yes","「あ、この人、仕事できるんだろうな」って思う9つの瞬間 - Six Apart ブログ"
"yes","エンジニアの知識を深める！情報収集に役立つまとめ | 株式会社LIG"
"yes","SIとは違う“新しい受託開発”で急成長するトライフォート「僕らは4つの業界常識をくつがえす」 - エンジニアtype"
"yes","知らないなんて言えないNoSQLまとめ（5）：ドキュメント指向のNoSQLデータベース（CouchDB、MongoDB）編 (1/2) - ＠IT"
"yes","「The Non-Designer's Design Book」はエンジニア必読の書籍だった - YAMAGUCHI::weblog"
"yes","ノートパソコンを簡単にアクセスポイントにする方法！ - 裏技shop DD"
"yes","状態管理用の変数をインスタンスに持たせるなこのタコって話 - life.should be_happy # => 1 examples ? failures"
"yes","新春座談会 このコンピュータ書がすごい！ 2013年版 | WP-D"
"yes","NoSQLの現状。これまでの成功と失敗 － Publickey"
"yes","もう作業用BGMには困らない、無料で聴ける集【総まとめ】"
"yes","一年で身に付ける！Rと統計学・機械学習の4ステップ - iAnalysis 〜おとうさんの解析日記〜"
"yes","邪道Jenkins（スライド） | hazi.log"
"yes","統計言語 R の公式ヘルプでさらっと目を通しておくと良いトピックまとめ - ほくそ笑む"
"yes","社会人なら押さえておきたい！メールで恥をかかない敬語"
"yes","[初心者用] 各プログラミング言語を１から学べる基礎入門講座まとめ | 世界ろぐ"
"yes","シゴタノ！ 通る提案資料は「GARPFS(ガルフス)」の順番で作る"
"yes","仕事でExcel使うなら必ず読んでおきたい記事まとめ"
"yes","コピペでＯＫ！よく使うビジネスメールのフレーズまとめ - NAVER まとめ"
"yes","こんなにあるのか！　厳選・国内外のフリー画像・写真配布サイト集｜写真関係全般 デジタル＠備忘録"
"yes","今までソフトウェア開発について勉強してきたことのふりかえり - アジャイルSEを目指すブログ"
"yes","毎日15分を意識して能力を上げる方法 - NAVER まとめ"
"yes","【恵比寿】合コン・デートで使える手ごろなお店 - NAVER まとめ"
"yes","4月にプログラム始めた人がゴールデンウィークに積んでおく本 - きしだのはてな"
"yes","2000円以内の上質なプレゼントを厳選！【女子が喜ぶ2000円以内のプレゼント！】 - NAVER まとめ"
"yes","めんどくさいは誤解！　実はだしは1分で取れる(Excite Bit コネタ) - エキサイトニュース"
"yes","5分で振り返る!!“読んでもらえる文章を書くポイント”まとめ - NAVER まとめ"
"yes","中小・ベンチャー企業に入った新入生に読んで欲しい5冊の本 | six1blog"
"yes","HTML・CSS をゼロから独学する時に参考になるまとめ - NAVER まとめ"
"yes","新社会人Webプログラマ向け、絶対に失敗しない参考書・推薦書 | Act as Professional - hiroki.jp by HIROCASTER"
"yes","新社会人必読！いきなり周りと差をつける仕事術 - ライフハックブログKo's Style"
"yes","入社1、2年は「良き社畜」として騙され続けよ。 で、最後に1回だけ裏切ればいい 人気ブロガー 藤沢数希 聞き手：ライフネット生命保険副社長 岩瀬大輔｜対談：入社1年目の教科書｜ダイヤ"
"yes","貧乏なら自炊をすればいいじゃない - カリントボンボン"
"yes","歯医者が本気で歯磨き粉を選んでみる　大人編 - NAVER まとめ"
"yes","３ヶ月で英語は話せる！忙しい人のための超効率的な英会話トレーニング | みんなで学ぶわいわい英会話"
"yes","良いネーミングをするために覚えておきたい英語のルール5つ - プログラマー幸福論"
"yes","プログラマーが一度は読んでおくべき９つの記事 - NAVER まとめ"
"yes","はてなブックマークで人気を集めたクックパッド神レシピ集 - NAVER まとめ"
"yes","週末に仕込め！主に肉を放置するだけで激うまなレシピまとめ - NAVER まとめ"
"yes","典型的な「イノベーションのジレンマ」に陥るアップル - Market Hack"
"yes","笠原流！これさえ覚えとけば和食の達人になれる味付けの黄金比率 - NAVER まとめ"
"yes","【リアル３分間クッキング】「春キャベツの塩麹浅漬け」が激ウマすぎる！！！ | 料理男子は厨房がお好き"
"yes","スティーブ・ジョブズ氏に学ぶ『世界一上手な文章の書き方』"
"yes","洗濯機のカビをごっそり取り除く方法 - NAVER まとめ"
"yes","毎日３分を続けて「伝わる」英語がドンドン身につく発音表トレーニング！ | わいわい英会話〜みんなで学ぼう〜"
"yes","つっぱり棒のアイデア活用術 - NAVER まとめ"
"yes","プレゼンやブログが伝わる文章の基本。良書に学ぶ「書く技術」 | お土産屋さんブログ"
"yes","そろそろ本を読まなきゃ、と思った人が知っておくべき３つの最強読書術まとめ:Ｂｌｏｇで本を紹介しちゃいます。"
"yes","7つの習慣の実践で人生が変わった - ゆーすけべー日記"
"yes","『100円ショップ』でいいんです！格安収納テクニック【NAVERまとめ】 | ひらめき箱"
"yes","論理的思考を鍛える５つの反論のパターン／「きのこVSたけのこ」論争に終止符を！ - デマこいてんじゃねえ！"
"yes","０からプログラミングを学ぶ時、まず見るべき７つのまとめ | All For Unknown"
"yes","ネットで買えるイイ感じのインテリアショップ - NAVER まとめ"
"yes","エクセルＶＢＡ・マクロ勉強参考サイトまとめ - NAVER まとめ"
"yes","積極的な「時短」をするために役立つExcelのショートカットキーTOP１０ ＜ パソコン ｜ RapidHack（ラピッドハック）"
"yes","引っ越し（転出、転入）の際の手続きチェックリスト"
"yes","［保存版］読むだけで文章力が劇的に向上する良質記事まとめ８選 - NAVER まとめ"
"yes","読んでためになる仕事術まとめ - NAVER まとめ"
"yes","地頭・コミュ力を鍛えるたった２つの簡単なやり方－現役コンサルタントにインタビュー（３） | 外資就活ドットコム"
"yes","トーク下手な男は“あの芸能人”をマネするべき！ | ニコニコニュース"
"yes","紙とペンだけでできる！効率的に目標を達成するための５ステップ目達術 | ザ・チェンジ"
"yes","Androidをroot化する10の理由 : ギズモード・ジャパン"
"yes","海外旅行のすゝめ もっと外に出てみよう! | Last Day. jp"
"yes","よいリーダーになるために--7つの新年の目標 - CNET Japan"
"yes","[超簡単]　男でもできる　男向けの簡単料理　レシピまとめ　[うまい　早い] - NAVER まとめ"
"yes","「やみつき塩キャベツ」に「軟骨のから揚げ」、自宅で“居酒屋メニュー”を再現！ - はてなブックマークニュース"
"yes","綺麗なプレゼン用スライドを作る、10のテクニック | Take it easy!　 - mauekusa 's BLOG -"
"yes","いち早く70%〜80%程度の完成度で人に見せられるものを作ることがいかに重要か、という話 - 肉とご飯と甘いもの @ sotarok"
"yes","掃除後に知っておきたい！ 片付いたキレイな部屋を保つコツ - はてなブックマークニュース"
"yes","就活生も大学生も1時間かけてじっくり読む価値あり!!一年間の人気記事まとめ。｜Facebook就活のススメのブログ"
"yes","男性向き！インテリアの参考になるサイト20個まとめ | nanapi[ナナピ]"
"yes","「できる人」を丸裸にする良記事まとめ - NAVER まとめ"
"yes","プレゼンの心得 - NAVER まとめ"
"yes","良い話し手になるための６つのエッセンス | もっちブログ"
"yes","Java 的オブジェクト指向を 90 分で理解する - 偏見プログラマの語り！"
"yes","改訂版：Eclipseではじめるプログラミング"
"yes","【引っ越し】覚えておきたい引越のテクニックを教え合おう！！スレ22【就職・転勤】 : えっ!?またここのサイト?"
"yes","一人暮らしにぴったり！ 簡単便利な料理レシピ集 まとめ - NAVER まとめ"
"yes","引越し前に知っておきたい26のこと - NAVER まとめ"
"yes","いままでまとめたHTML5の勉強をしたさいに作成したまとめ　～HTML5の新要素の説明からマークアップの基本まで～ | Webデザインクリップ｜Web制作に便利な情報を集めたまとめサイト"
"yes","8月3日のブックマーク｜北海道が大好きだ！"
"yes","書類が揃っていることが命！　でござる - Chikirinの日記"
"yes","サンリオ大賞、マイメロディが3年ぶりに頂点　Twitterで「い、い、い、1位 だって～！」 - はてなニュース"
"yes","Linuxコマンドのチートシートをコマンドラインからみよう！『Cheat』 | 俺的備忘録 〜なんかいろいろ〜"
"yes","[JS]そのアイデアに脱帽！ひと味違う使い方が面白いツールチップのスクリプト -thoughtBubble | コリス"
"yes","Illustratorのテクニックを磨こう！作って学ぶテキストエフェクトのチュートリアルのまとめ | コリス"
"yes","メモしておきたい！サイト制作時に知っておくと「意外」と役に立つこと | コムテブログ"
"yes","【第192回】初めてTOEIC®公開テストを受けてきたので感想でも - YESかNOか半分か。"
"yes","【画像あり】一度は見てみたい！世界中の最も美しい樹木16選 : 暇人＼(^o^)／速報 - ライブドアブログ"
"yes","痛いニュース(ﾉ∀`) : 【佐世保女子殺害】 「このままだと父親の命が危ない」　少女の一人暮らしは精神科医の勧めだった - ライブドアブログ"
"yes","痛いニュース(ﾉ∀`) : 政府、史上初の「女性限定補助金」容認へ…憲法14条「法の下の平等」を特例で適用せず - ライブドアブログ"
"yes","戦闘に勝って戦争に負けるイスラエル：JBpress(日本ビジネスプレス)"
"yes","人類の7割が都市部に住む未来：日経ビジネスオンライン"
"yes","「やらせ」疑われた“ASKAファン”秋本志保さんを直撃　ネットでの話題に「びっくりしています」 (1/4) - ITmedia ニュース"
"yes","アートメーク被害多発　違法施術で「腫れ引かず」　　：日本経済新聞"
"yes","人気職業「声優」　技量や人気でギャラ決まる実力世界　　：日本経済新聞"
"yes","テクニック不要の即戦プロ技！すごい無料Photoshopブラシ26個まとめ 2014年8月度 - Photoshop VIP"
"yes","【画像】2歳から25歳まで。ある芸術家の絵の上達具合が凄いｗｗｗｗｗｗｗｗｗ"
"yes","【ミニレビュー】nasneのスマホ/タブレット視聴を快適に「TV SideView」 - AV Watch"
"yes","イラストレーター・中村佑介氏による『無報酬問題』に対する見解 - Togetterまとめ"
"yes","マナ、誕生日おめでとう！そして、私！｜生天目仁美オフィシャルブログ「なばためです。」by Ameba"
"yes","枝豆チーズ入り♪カリふわ豚巻き串　 by 簡単手抜きママ [クックパッド] 簡単おいしいみんなのレシピが178万品"
"yes","庄司智春のファッションコーディネート一覧-WEAR"
"yes","庄司智春さんこだわりのファッションはモデルのような“肉体美”　コーディネートアプリに続々投稿 - はてなニュース"
"yes","「ほぼ日」初のお店「TOBICHI」に行ってきた　オープニング企画は「福森雅武のあそび部屋」 - はてなニュース"
"yes","実践に繋げるように勉強する - $shibayu36->blog;"
"yes","Ansibleを使って誰でも簡単安全にサーバ構築できる仕組みを作る - (ﾟ∀ﾟ)o彡 sasata299's blog"
"yes","佐村河内識別システム - ぱろすけ's website"
"yes","いまの大学生はどんどんレイトマジョリティになっているという話 | More Access! More Fun!"
"yes","メンテナブルなJsってなんだろう"
"yes","8月8日の『タモリ倶楽部』は「青い熱情が高音質で蘇る!!自作カセットテープ発掘祭」 - amass"
"yes","プロデューサーたちよ、これが765プロだ！　“THE IDOLM@STER 9th ANNIVERSARY WE ARE M@STERIECE！！”大阪公演2日目をリポート - ファミ通.com"
"yes","外資系に入るための具体的ステップ 若者よ、外資系はいいぞ（その8）～少しでも興味があるならまずは動いてみよう：JBpress(日本ビジネスプレス)"
"yes","ベトナム戦争:日本人１０００人以上戦地へ　米軍に雇われ - 毎日新聞"
"yes","伊藤計劃「虐殺器官」「ハーモニー」、2015年に劇場アニメに - ねとらぼ"
"yes","KDDIさんなにしてんの？　「弱虫ペダル」のOPムービーを“地に足をつけて”完全再現 - ねとらぼ"
"yes","劇画のリイド社が変身！　若者向けWeb漫画サイト「トーチ」公開　ただいま175万円の赤字だそうです - ねとらぼ"
"yes","家の外観や間取りのデザインをシミュレーションできるフリーソフトのおすすめは？ :教えて君.net"
"yes","暗く狭い隙間に差し込んで撮影できる小型カメラの決定版「USB防水内視鏡ケーブル」 :教えて君.net"
"yes","ニュース - 文化 - 都市は人を引寄せる、2千年前から同じ - ナショナルジオグラフィック 公式日本語サイト（ナショジオ）"
"yes","ニュース - 文化 - 9・11跡地の木造船、建造年代を特定 - ナショナルジオグラフィック 公式日本語サイト（ナショジオ）"
"yes","ニュース - 文化 - 不法移民急増の影に米国内の犯罪組織 - ナショナルジオグラフィック 公式日本語サイト（ナショジオ）"
"yes","女子高生殺害犯はマンションで1人暮らし　父親は地域の名士で、裕福な環境で育った : J-CASTニュース"
"yes","駅員への暴力「60代以上」がトップ　結果にネットでは「納得」の声 : J-CASTニュース"
"yes","「ロシアではよくあること…」さすがとしか言いようがない写真19枚:らばQ"
"yes","海外で大絶賛「7歳の空手少女の演武を見て心奪われた」:らばQ"
"yes","自称猫と話せる男。ゆっくりとまばたきすることで猫の心を開くべし（イギリス） : カラパイア"
"yes","エンジニアの飼い主が作り上げた犬の永久機関「エンドレスボールキャッチ遊び」 : カラパイア"
"yes","【地方限定グルメ】「焦がし醤油のみたらしシュー」がはんなりとした風味でOCどすぇ 『ビアードパパJR京都駅アスティスクエア店』 | ロケットニュース24"
"yes","【グルメ】ドラゴンクエスト系の油そば屋で「メダパニ特濃ギガデイン油そば」を食べてみた | ロケットニュース24"
"yes","濃厚鶏そば『晴壱』の濃厚鶏白湯そばを食べてみた / 静かなる湖に轟く稲妻 | ロケットニュース24"
"yes","レースクイーン風からナースまで、東京モーターショーのキュート＆セクシーなコンパニオンまとめ前編 - GIGAZINE"
"yes","お腹をなでないとジタバタ暴れるコーギー犬（動画）:らばQ"
"yes","一方的じゃないか…箱に負けてしまうラクダ（動画）:らばQ"
"yes","Googleのトップページが『Moog』仕様に！　その気になれば『エレクトリカルパレード』も作曲可能？ - ガジェット通信"
"yes","忘年会＆新年会におすすめなイベント作成ツール5選 : ライフハッカー［日本版］"
"yes","かわいすぎた。アライグマの赤ちゃんを飼っているお宅の日常 : カラパイア"
"yes","今感じている「現在」は直近15秒間の知覚の集大成であるという調査結果が発表される - GIGAZINE"
"yes","【画像】猫とフェレットの仲良し画像が可愛過ぎてやばいｗｗｗｗｗｗｗｗｗｗ"
"yes","【画像あり】東京のたばこ屋で店番をする柴犬が可愛すぎると海外で話題に　【翻訳】 : 暇人＼(^o^)／速報 - ライブドアブログ"
"yes","Themes - GitHub"
"yes","ターミナルをカラフルでかわいくする - yulily100's blog"
"yes","「ゴエモン」帯ひろ志さん急死　漫画家仲間からは追悼の声 : J-CASTニュース"
"yes","戦車道（ガルパン）の聖地・大洗で安全保障を考える（上）中国紙が猛批判したアニメの中身とは＋（1/9ページ） - MSN産経ニュース"
"yes","夏にぴったり☆イカサラダ by lilyori [クックパッド] 簡単おいしいみんなのレシピが178万品"
"yes","自信作☆親子丼 by ☆ウマウマ亭☆ [クックパッド] 簡単おいしいみんなのレシピが178万品"
"yes","ごま油と塩で大根サラダ by まびさな [クックパッド] 簡単おいしいみんなのレシピが178万品"
"yes","簡単☆きなこ♡かぼちゃ by うららすもも [クックパッド] 簡単おいしいみんなのレシピが178万品"
"yes","オクラ・トマト・もずく酢の簡単サラダ♫ by しゃりくま [クックパッド] 簡単おいしいみんなのレシピが147万品"
"yes","AppleとBeats、買収完了を報告するプロモーション動画を公開 | 気になる、記になる…"
"yes","グラスリップ　第5話「日乃出橋」 ‐ ニコニコ動画:GINZA"
"yes","素晴らしい。ヨーロッパ30ヶ国が4分で見られる美麗タイムラプス映像 | Amp."
"yes","「戦闘妖精・雪風」　ハリウッドで実写映画化企画浮上　主演・トム・クルーズの声 | アニメ！アニメ！"
"yes","【ChinaJoy 2014】“ゲーム性の弱い”サイバーエージェントのタイトルがユーザーを魅了する理由 - GAME Watch"
"yes","「艦これ」漫画だけじゃない・「紹介することを目的」と称した盗用「まとめ」 - Togetterまとめ"
